"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Doug Mirabelli","Giants","82","273","6","23","28","1","13.2%","20.9%",".139",".278",".230",".337",".370",".316","85","0.2","-5.3","9.4","1.3","202"
"J.T. Snow","Giants","155","627","19","82","96","1","10.5%","20.6%",".175",".331",".284",".365",".459",".356","110","-1.1","7.6","-14.9","1.3","1133"
"Armando Rios","Giants","115","269","10","38","50","3","11.5%","16.0%",".236",".283",".266",".347",".502",".357","111","-0.3","3.7","0.4","1.2","1006"
"Adrian Brown","Pirates","104","340","4","64","28","13","8.5%","10.0%",".117",".343",".315",".373",".432",".356","105","2.2","4.7","-2.6","1.2","985"
"Dave Magadan","Padres","95","166","2","13","21","0","19.3%","13.9%",".098",".312",".273",".410",".371",".359","116","0.0","3.6","3.7","1.2","1007961"
"Mark McLemore","Mariners","138","578","3","72","46","30","14.0%","13.5%",".071",".285",".245",".353",".316",".311","81","-0.4","-15.0","6.5","1.2","1088"
"Juan Encarnacion","Tigers","141","590","14","75","72","16","4.9%","15.3%",".144",".322",".289",".330",".433",".333","95","1.4","-2.7","-5.9","1.1","320"
"Ramon Martinez","Giants","88","210","6","30","25","3","7.1%","10.5%",".185",".315",".302",".354",".487",".362","114","-0.3","3.8","0.5","1.1","1120"
"Lee Stevens","Expos","123","501","22","60","75","0","9.6%","21.0%",".216",".299",".265",".337",".481",".349","101","0.1","1.1","-6.9","1.0","796"
"Rusty Greer","Rangers","105","453","8","65","65","4","11.3%","13.5%",".162",".330",".297",".377",".459",".367","109","0.4","5.9","-10.5","1.0","1252"
"Joe Oliver","Mariners","69","219","10","33","35","2","6.4%","17.4%",".225",".283",".265",".313",".490",".341","101","0.0","0.2","3.1","1.0","1009778"
"Jerry Hairston","Orioles","49","212","5","27","19","8","9.9%","10.4%",".111",".268",".256",".353",".367",".329","92","-0.7","-2.8","5.7","1.0","144"
"Tony Graffanino","- - -","70","194","2","33","17","7","11.3%","13.9%",".083",".314",".274",".363",".357",".330","88","-0.4","-3.5","6.9","1.0","235"
"Mike Benjamin","Pirates","93","255","2","28","19","5","4.7%","17.6%",".120",".326",".270",".313",".391",".310","76","-0.8","-9.1","10.5","1.0","981"
"Jeff Frye","- - -","106","371","1","49","16","5","9.7%","14.6%",".067",".363",".307",".377",".374",".342","91","-0.3","-4.9","2.2","1.0","1004378"
"Ramon Hernandez","Athletics","143","479","14","52","62","1","7.9%","13.4%",".146",".251",".241",".311",".387",".308","78","0.3","-14.1","7.1","0.9","918"
"Jose Canseco","- - -","98","401","15","47","49","2","16.0%","25.4%",".191",".315",".252",".377",".444",".362","111","0.5","6.2","-10.5","0.9","1001918"
"Glenallen Hill","- - -","104","321","27","45","58","0","5.9%","23.7%",".307",".308",".293",".336",".600",".389","129","-0.4","12.4","-13.0","0.9","1005820"
"Tony Eusebio","Astros","74","249","7","24","33","0","10.0%","18.1%",".179",".321",".280",".361",".459",".356","103","0.0","1.1","0.6","0.9","1003854"
"Einar Diaz","Indians","75","275","4","29","25","4","4.0%","10.5%",".120",".295",".272",".323",".392",".318","79","-0.1","-7.7","7.4","0.9","378"
"Tony Clark","Tigers","60","232","13","32","37","0","10.3%","22.0%",".255",".306",".274",".349",".529",".372","120","0.0","6.4","-5.2","0.9","182"
"Albert Belle","Orioles","141","622","23","71","103","0","8.4%","10.9%",".193",".282",".281",".342",".474",".346","104","-2.2","0.8","-13.3","0.9","1000802"
"Hector Ortiz","Royals","26","99","0","15","5","0","8.1%","8.1%",".068",".425",".386",".443",".455",".401","130","0.0","4.0","1.9","0.9","1264"
"Walt Weiss","Braves","80","227","0","29","18","1","11.5%","14.1%",".052",".307",".260",".353",".313",".308","76","-0.2","-7.5","8.7","0.9","1013748"
"Steve Cox","Devil Rays","116","369","11","44","35","1","12.2%","12.7%",".170",".303",".283",".379",".453",".367","113","-0.7","5.7","-9.4","0.9","1200"
"Bill Haselman","Rangers","62","210","6","23","26","0","7.1%","17.1%",".187",".309",".275",".329",".461",".342","93","-0.4","-2.4","4.1","0.9","1254"
"Melvin Mora","- - -","132","464","8","60","47","12","7.5%","17.2%",".135",".320",".275",".337",".411",".327","92","-2.6","-7.9","1.1","0.8","157"
"Billy McMillon","Tigers","46","150","4","20","24","1","12.7%","12.7%",".171",".317",".301",".388",".472",".374","122","0.2","4.6","-1.0","0.8","834"
"Ruben Mateo","Rangers","52","222","7","32","19","6","4.5%","15.3%",".155",".321",".291",".339",".447",".343","94","1.2","-0.7","1.8","0.8","340"
"Gabe Kapler","Rangers","116","491","14","59","66","8","8.6%","11.6%",".171",".319",".302",".360",".473",".361","105","-0.2","3.4","-11.3","0.8","1256"
"Adam Piatt","Athletics","60","182","5","24","23","0","12.6%","24.2%",".191",".389",".299",".392",".490",".386","128","-0.4","6.5","-4.3","0.8","935"
"Luis Sojo","- - -","95","323","7","33","37","2","5.3%","6.8%",".136",".289",".286",".325",".422",".323","86","0.4","-5.8","2.9","0.8","1834"
"Ruben Rivera","Padres","135","479","17","62","57","8","9.2%","28.6%",".191",".262",".208",".296",".400",".305","81","-0.2","-12.8","4.8","0.8","1550"
"Russell Branyan","Indians","67","220","16","32","38","0","10.0%","34.5%",".306",".294",".238",".327",".544",".365","110","0.0","3.1","-2.7","0.8","370"
"Jeff Reed","Cubs","90","277","4","26","25","0","15.9%","24.5%",".096",".285",".214",".342",".310",".303","74","-0.4","-10.2","8.9","0.8","1010770"
"Dave Martinez","- - -","132","513","5","60","47","8","9.7%","14.2%",".096",".314",".274",".346",".370",".320","82","-1.5","-14.3","3.5","0.8","1008160"
"Danny Bautista","- - -","131","388","11","54","59","6","6.4%","12.9%",".191",".302",".285",".333",".476",".343","98","0.3","-0.9","-4.1","0.7","47"
"Woody Williams","Padres","30","66","1","10","9","0","6.1%","39.4%",".121",".424",".259",".308",".379",".301","78","0.0","-1.9","7.6","0.7","1190"
"Adam Eaton","Padres","23","45","0","6","4","2","13.3%","22.2%",".053",".393",".289",".400",".342",".348","109","0.4","0.9","5.2","0.7","1029"
"Tom Lampkin","Mariners","36","117","7","15","23","0","7.7%","14.5%",".282",".235",".252",".325",".534",".358","111","0.0","1.8","1.5","0.7","1043"
"Gregg Zaun","Royals","83","282","7","36","33","7","15.2%","12.1%",".137",".292",".274",".390",".410",".358","102","0.1","0.8","-3.0","0.7","580"
"David Ortiz","Twins","130","478","10","59","63","1","11.9%","16.9%",".164",".324",".282",".364",".446",".354","103","0.3","2.5","-12.4","0.7","745"
"Wiki Gonzalez","Padres","95","319","5","25","30","1","9.4%","9.7%",".113",".245",".232",".311",".345",".291","72","-0.7","-12.8","8.8","0.7","1033"
"Craig Grebeck","Blue Jays","66","270","3","38","23","0","9.3%","12.2%",".116",".330",".295",".364",".411",".346","99","0.0","-0.5","-1.9","0.7","1004982"
"Benji Gil","Angels","110","343","6","28","23","10","8.7%","17.2%",".113",".277",".239",".317",".352",".302","72","-0.7","-13.9","8.2","0.6","14"
"Mike Hampton","Mets","35","84","0","7","8","0","6.0%","23.8%",".000",".364",".274",".313",".274",".270","56","-0.4","-5.5","9.7","0.6","430"
"Travis Lee","- - -","128","473","9","53","54","8","13.7%","16.7%",".131",".270",".235",".342",".366",".321","83","1.2","-9.9","0.3","0.6","958"
"Eli Marrero","Cardinals","53","116","5","21","17","5","7.8%","13.8%",".196",".217",".225",".302",".422",".314","80","1.0","-2.1","5.0","0.6","1166"
"Ozzie Guillen","Devil Rays","63","114","2","22","12","1","5.3%","6.1%",".093",".245",".243",".283",".336",".276","55","0.2","-6.8","9.0","0.6","1005125"
"Matt Williams","Diamondbacks","96","397","12","43","47","1","5.0%","12.8%",".156",".289",".275",".315",".431",".323","83","-0.7","-9.9","3.3","0.6","77"
"Brian Daubach","Red Sox","142","549","21","55","76","1","8.0%","23.7%",".200",".293",".248",".315",".448",".329","88","-0.2","-8.9","-4.5","0.6","186"
"Omar Daal","- - -","32","54","1","3","6","0","7.4%","14.8%",".133",".306",".267",".327",".400",".322","83","0.0","-1.2","6.2","0.6","646"
"Jason McDonald","Rangers","38","114","3","15","13","4","14.9%","21.9%",".149",".288",".234",".357",".383",".337","90","-1.0","-2.6","4.8","0.6","1008460"
"Terrell Lowery","Giants","24","42","1","13","5","1","16.7%","19.0%",".206",".560",".441",".548",".647",".517","214","0.2","6.7","-1.5","0.6","1007791"
"Sal Fasano","Athletics","52","144","7","21","19","0","9.7%","32.6%",".214",".274",".214",".306",".429",".320","86","0.0","-2.8","4.0","0.6","1205"
"Kevin Stocker","- - -","110","409","2","41","24","1","12.5%","19.8%",".099",".280",".219",".326",".318",".298","69","-2.0","-19.3","10.5","0.6","1012549"
"Luis Alicea","Rangers","139","619","6","85","63","1","9.5%","12.1%",".109",".328",".294",".365",".404",".342","93","-1.1","-6.6","-8.5","0.6","584"
"Gary DiSarcina","Angels","12","42","1","6","11","0","2.4%","7.1%",".132",".412",".395",".425",".526",".418","146","-0.5","2.2","2.5","0.6","1003322"
"Roger Cedeno","Astros","74","305","6","54","26","25","14.1%","15.4%",".116",".324",".282",".383",".398",".353","101","0.0","0.4","-4.2","0.6","869"
"Shane Spencer","Yankees","73","276","9","33","40","1","6.9%","16.3%",".177",".303",".282",".330",".460",".338","97","-0.7","-1.8","-2.1","0.6","848"
"Livan Hernandez","Giants","34","99","1","6","9","0","1.0%","14.1%",".067",".270",".236",".244",".303",".241","37","0.0","-8.5","11.4","0.6","1116"
"Chan Ho Park","Dodgers","34","78","2","6","6","0","2.6%","20.5%",".143",".250",".214",".236",".357",".256","48","0.0","-5.5","9.0","0.6","1267"
"Carlos Febles","Royals","100","399","2","59","29","17","9.0%","12.0%",".059",".293",".257",".345",".316",".306","69","0.7","-16.1","7.4","0.6","598"
"Roosevelt Brown","Cubs","45","98","3","11","14","0","4.1%","22.4%",".187",".426",".352",".378",".538",".391","130","-0.4","3.6","-0.8","0.6","268"
"A.J. Pierzynski","Twins","33","96","2","12","11","1","5.2%","14.6%",".148",".342",".307",".354",".455",".353","103","0.2","0.6","2.0","0.6","746"
"Josh Paul","White Sox","36","79","1","15","8","1","6.3%","21.5%",".141",".358",".282",".338",".423",".334","91","0.2","-0.7","3.7","0.6","251"
"Mark Johnson","White Sox","75","251","3","29","23","3","10.8%","15.9%",".094",".265",".225",".315",".319",".292","64","-0.3","-12.5","9.1","0.6","240"
"Frank Catalanotto","Rangers","103","326","10","55","42","6","10.1%","11.0%",".167",".303",".291",".375",".457",".367","109","0.3","4.3","-9.5","0.5","1241"
"Dean Palmer","Tigers","145","604","29","73","102","4","10.9%","24.2%",".216",".292",".256",".338",".471",".347","104","0.0","3.4","-18.0","0.5","482"
"Keith Osik","Pirates","46","143","4","11","22","3","9.8%","7.7%",".163",".296",".293",".387",".455",".374","117","0.6","4.0","-2.8","0.5","1001"
"Pat Burrell","Phillies","111","474","18","57","79","0","13.3%","29.3%",".203",".348",".260",".359",".463",".358","108","0.1","5.1","-14.8","0.5","949"
"Willie Greene","Cubs","105","339","10","34","37","4","10.6%","20.4%",".164",".225",".201",".289",".365",".288","64","0.8","-15.7","9.2","0.5","1005015"
"Eduardo Perez","Cardinals","35","102","3","9","10","1","4.9%","18.6%",".143",".343",".297",".350",".440",".347","101","0.2","0.4","1.5","0.5","1409"
"Russ Johnson","- - -","100","263","2","32","20","5","10.3%","15.2%",".061",".280",".239",".320",".300",".288","62","0.1","-13.6","9.1","0.5","1216"
"Denny Hocking","Twins","134","433","4","52","47","7","11.1%","17.8%",".118",".360",".298",".373",".416",".350","101","-0.8","-0.2","-9.1","0.5","730"
"Morgan Burkhart","Red Sox","25","95","4","16","18","0","17.9%","26.3%",".205",".378",".288",".442",".493",".411","141","0.0","5.4","-3.3","0.5","1745"
"Paul Lo Duca","Dodgers","34","75","2","6","8","0","8.0%","10.7%",".123",".246",".246",".301",".369",".295","73","-0.9","-3.6","6.1","0.5","662"
"A.J. Burnett","Marlins","13","30","1","3","3","0","10.0%","33.3%",".240",".429",".280",".357",".520",".375","122","0.0","0.9","3.5","0.5","512"
"Raul Casanova","Brewers","86","265","6","20","36","1","9.8%","18.1%",".160",".285",".247",".331",".407",".325","86","-0.7","-5.6","2.2","0.5","680"
"Brent Mayne","Rockies","117","395","6","36","64","1","11.9%","12.2%",".116",".329",".301",".381",".418",".343","76","-1.1","-13.9","5.9","0.5","614"
"Russ Ortiz","Giants","33","75","0","7","5","0","10.7%","21.3%",".033",".267",".197",".290",".230",".250","43","0.0","-5.8","8.6","0.5","1124"
"Rickey Henderson","- - -","123","519","4","75","32","36","17.0%","14.5%",".071",".272",".233",".368",".305",".319","87","2.2","-7.2","-5.9","0.5","194"
"Tyler Houston","Brewers","101","305","18","30","43","2","5.6%","23.6%",".243",".273",".250",".292",".493",".329","89","0.0","-4.6","-0.5","0.5","689"
"Charlie Hayes","Brewers","121","435","9","46","46","1","13.1%","19.3%",".119",".297",".251",".348",".370",".321","84","-0.2","-9.7","0.0","0.5","1005525"
"Adam Kennedy","Angels","156","641","9","82","72","22","4.4%","11.4%",".137",".288",".266",".300",".403",".302","72","0.8","-23.5","5.3","0.5","19"
"Alex Cabrera","Diamondbacks","31","87","5","10","14","0","4.6%","24.1%",".238",".286",".263",".299",".500",".335","90","0.0","-1.1","2.8","0.5","1001806"
"Gary Bennett","Phillies","31","89","2","8","5","0","14.6%","16.9%",".149",".281",".243",".371",".392",".347","101","0.0","0.1","1.8","0.5","420"
"Shawon Dunston","Cardinals","98","231","12","28","43","3","2.6%","20.3%",".236",".264",".250",".278",".486",".321","85","0.2","-4.7","1.5","0.5","1401"
"Ryan Christenson","Athletics","121","153","4","31","18","1","12.4%","21.6%",".140",".304",".248",".349",".388",".332","93","-0.7","-2.1","1.2","0.4","1594"
"Chris Widger","- - -","96","324","13","32","35","1","9.3%","19.4%",".205",".253",".233",".306",".438",".318","82","-0.7","-8.5","2.5","0.4","1541"
"Carlos Beltran","Royals","98","413","7","49","44","13","8.5%","16.7%",".118",".283",".247",".309",".366",".298","63","2.6","-17.9","7.2","0.4","589"
"Shawn Estes","Giants","32","81","1","4","10","0","2.5%","34.6%",".103",".333",".206",".229",".309",".235","33","0.0","-7.4","9.3","0.4","873"
"David Bell","Mariners","133","512","11","57","47","2","8.2%","12.9%",".134",".265",".247",".316",".381",".310","81","-0.9","-14.4","0.7","0.4","1108"
"Jose Offerman","Red Sox","116","527","9","73","41","0","13.3%","13.3%",".104",".283",".255",".354",".359",".326","86","-3.6","-13.4","-1.2","0.4","205"
"Chris Singleton","White Sox","147","566","11","83","62","22","6.2%","15.0%",".127",".284",".254",".301",".382",".299","69","1.2","-22.9","6.6","0.4","170"
"Jon Lieber","Cubs","36","94","0","3","4","0","2.1%","29.8%",".049",".333",".220",".238",".268",".226","25","0.0","-9.6","10.8","0.4","287"
"Sandy Alomar Jr.","Indians","97","384","7","44","42","2","4.2%","10.7%",".115",".308",".289",".324",".404",".318","80","-0.5","-10.9","1.9","0.4","221"
"Chris Richard","- - -","62","239","14","39","37","7","7.1%","16.7%",".279",".262",".265",".326",".544",".361","113","-0.9","3.4","-7.3","0.4","163"
"Gerald Williams","Devil Rays","146","682","21","87","89","12","5.0%","15.1%",".153",".297",".274",".312",".427",".321","84","-3.0","-18.3","-1.7","0.4","1395"
"Luis Matos","Orioles","72","201","1","21","17","13","6.0%","14.9%",".082",".261",".225",".281",".308",".266","52","0.8","-12.3","8.7","0.4","152"
"Mike Stanley","- - -","90","331","14","33","46","0","13.3%","19.6%",".191",".257",".238",".339",".429",".338","95","0.0","-2.0","-5.7","0.4","1012416"
"Hal Morris","- - -","99","204","3","24","14","0","15.2%","12.7%",".118",".312",".278",".391",".396",".351","104","0.0","1.1","-4.0","0.4","1009209"
"Damon Minor","Giants","10","11","3","3","6","0","18.2%","9.1%","1.000",".200",".444",".545","1.444",".744","359","0.0","3.9","-0.1","0.4","1411"
"Shane Halter","Tigers","105","265","3","26","27","5","5.3%","18.5%",".105",".314",".261",".302",".366",".295","71","0.1","-10.4","4.6","0.4","468"
"Jose Guillen","Devil Rays","105","349","10","40","41","3","5.2%","18.6%",".177",".290",".253",".320",".430",".327","88","0.2","-5.7","-2.8","0.4","57"
"Javier Vazquez","Expos","33","80","0","4","1","0","2.5%","18.8%",".031",".300",".231",".254",".262",".233","28","0.0","-7.9","9.2","0.4","801"
"Kerry Wood","Cubs","25","46","1","6","4","0","4.3%","21.7%",".075",".310",".250",".286",".325",".274","55","0.0","-2.8","5.3","0.4","304"
"James Mouton","Brewers","87","197","2","28","17","13","15.2%","21.8%",".094",".304",".233",".363",".327",".323","85","0.8","-3.1","0.4","0.4","1009268"
"Luis Lopez","Brewers","78","225","6","24","27","1","4.0%","15.6%",".159",".290",".264",".309",".423",".316","81","-0.7","-6.5","2.8","0.4","695"
"Jeff Conine","Orioles","119","452","13","53","46","4","8.0%","11.7%",".154",".297",".284",".341",".438",".340","100","-0.5","-0.7","-11.1","0.4","131"
"Carlos Guillen","Mariners","90","328","7","45","42","1","8.5%","16.2%",".139",".290",".257",".324",".396",".318","86","-1.1","-7.4","-0.3","0.4","1079"
"Felipe Crespo","Giants","89","150","4","17","29","3","6.7%","15.3%",".153",".318",".290",".351",".443",".342","101","-0.3","-0.1","-1.1","0.4","1002763"
"Chris Donnels","Dodgers","27","41","4","8","9","0","14.6%","17.1%",".441",".250",".294",".390",".735",".446","170","0.0","3.9","-1.3","0.4","1396"
"Erubiel Durazo","Diamondbacks","67","233","8","35","33","1","14.6%","18.5%",".179",".299",".265",".373",".444",".359","106","0.2","2.0","-6.0","0.3","1413"
"Bret Boone","Padres","127","525","19","61","74","8","9.5%","18.5%",".171",".274",".251",".326",".421",".322","92","-0.2","-6.2","-7.1","0.3","1067"
"Wilson Delgado","- - -","64","141","1","21","11","2","7.8%","18.4%",".039",".311",".258",".312",".297",".279","54","0.0","-8.8","6.9","0.3","1150"
"Timo Perez","Mets","24","54","1","11","3","1","5.6%","9.3%",".184",".295",".286",".333",".469",".344","103","-0.3","0.0","1.7","0.3","891"
"Chris Clapinski","Marlins","34","55","1","12","7","0","9.1%","12.7%",".184",".341",".306",".370",".490",".374","121","0.0","1.6","0.2","0.3","1002257"
"Neifi Perez","Rockies","162","699","10","92","71","3","4.3%","9.0%",".140",".301",".287",".314",".427",".316","59","-2.1","-41.2","20.2","0.3","620"
"Kevin Elster","Dodgers","80","259","14","29","32","0","14.7%","20.1%",".227",".234",".227",".341",".455",".341","103","0.0","1.1","-5.6","0.3","1003758"
"Dan Wilson","Mariners","90","303","5","31","27","1","7.3%","16.8%",".101",".271",".235",".291",".336",".281","62","-0.7","-16.4","8.8","0.3","1102"
"Brian Hunter","- - -","87","160","8","14","23","0","12.5%","24.4%",".207",".237",".214",".313",".421",".320","83","-0.4","-4.1","1.9","0.3","1006197"
"Mike Redmond","Marlins","87","235","0","17","15","0","5.5%","8.1%",".048",".273",".252",".316",".300",".279","60","0.0","-12.7","8.0","0.3","538"
"Darren Dreifort","Dodgers","32","71","3","5","8","0","1.4%","35.2%",".176",".200",".162",".186",".338",".222","27","0.0","-7.1","8.2","0.3","647"
"Ben Petrick","Rockies","52","173","3","32","20","1","11.6%","19.1%",".144",".386",".322",".401",".466",".377","98","-0.7","-1.2","-0.8","0.3","1471"
"Chuck Knoblauch","Yankees","102","457","5","75","26","15","10.1%","9.8%",".103",".307",".283",".366",".385",".340","98","-0.2","-1.3","-11.0","0.3","609"
"Tomas de la Rosa","Expos","32","77","2","7","9","2","9.1%","14.3%",".167",".321",".288",".365",".455",".361","109","0.0","0.9","-0.1","0.3","7227"
"Shane Reynolds","Astros","22","46","1","2","2","0","2.2%","28.3%",".100",".308",".225",".262",".325",".261","42","0.0","-3.6","5.3","0.3","574"
"John Barnes","Twins","11","41","0","5","2","0","4.9%","14.6%",".108",".419",".351",".415",".459",".391","127","-0.5","1.0","0.6","0.3","1000567"
"Mike Morgan","Diamondbacks","60","17","0","0","1","0","0.0%","29.4%",".000",".636",".438",".438",".438",".394","128","0.0","0.7","2.0","0.3","67"
"Terry Mulholland","Braves","54","45","0","3","4","0","0.0%","35.6%",".083",".450",".250",".250",".333",".254","42","0.0","-3.6","5.2","0.3","665"
"Tom Prince","Phillies","46","140","2","14","16","1","9.3%","22.1%",".123",".303",".238",".321",".361",".308","76","0.2","-4.4","2.8","0.3","747"
"Todd Stottlemyre","Diamondbacks","18","37","1","6","4","0","8.1%","37.8%",".161",".313",".194",".265",".355",".274","51","0.0","-2.4","4.3","0.3","75"
"Bubba Trammell","- - -","102","278","10","28","45","4","10.4%","17.6%",".192",".293",".265",".345",".457",".350","103","0.8","1.9","-8.4","0.3","1057"
"Jorge Fabregas","Royals","43","152","3","13","17","1","5.3%","7.2%",".092",".289",".282",".320",".373",".306","69","0.2","-6.3","3.7","0.3","12"
"Jose Macias","Tigers","73","196","2","25","24","2","9.2%","12.2%",".110",".286",".254",".328",".364",".311","81","0.4","-4.6","0.5","0.3","476"
"David Newhan","- - -","24","45","1","8","2","0","17.8%","28.9%",".108",".217",".162",".311",".270",".269","56","0.0","-2.7","3.9","0.3","2009"
"Ismael Valdez","- - -","22","33","1","2","3","0","3.0%","30.3%",".200",".286",".200",".231",".400",".268","56","0.0","-2.0","3.8","0.3","1283"
"Augie Ojeda","Cubs","28","89","2","10","8","0","11.2%","10.1%",".143",".224",".221",".307",".364",".294","68","-0.5","-4.3","4.0","0.3","297"
"Mike Bell","Reds","19","31","2","5","4","0","12.9%","22.6%",".222",".222",".222",".323",".444",".335","91","0.0","-0.4","2.1","0.3","1000817"
"Brian Bohanon","Rockies","35","67","2","6","11","0","3.0%","20.9%",".170",".237",".208",".232",".377",".258","22","0.0","-7.1","7.7","0.3","1001126"
"Rich Becker","- - -","115","357","8","59","39","2","18.8%","24.4%",".133",".314",".242",".384",".375",".349","105","-0.5","1.9","-11.2","0.3","1000749"
"Brian Hunter","- - -","104","274","1","47","14","20","9.9%","14.6%",".042",".315",".267",".342",".308",".302","53","2.7","-14.7","7.6","0.3","562"
"Chris Truby","Astros","78","279","11","28","59","2","3.6%","20.1%",".217",".286",".260",".295",".477",".324","83","0.0","-6.6","0.0","0.3","799"
"Damon Buford","Cubs","150","556","15","64","48","4","8.5%","21.2%",".139",".299",".251",".324",".390",".316","82","-1.9","-15.5","-0.4","0.3","1001635"
"Todd Ritchie","Pirates","31","64","0","4","2","0","3.1%","34.4%",".033",".342",".217",".242",".250",".223","20","0.0","-6.9","7.4","0.2","253"
"Wally Joyner","Braves","119","260","5","24","32","0","11.9%","11.9%",".121",".302",".281",".365",".402",".339","96","0.0","-1.3","-4.8","0.2","1006637"
"Keith Lockhart","Braves","113","313","2","32","32","4","9.3%","9.9%",".087",".289",".265",".331",".353",".298","70","0.4","-12.3","4.1","0.2","1380"
"Mike Mordecai","Expos","86","183","4","20","16","2","6.6%","18.6%",".166",".336",".284",".335",".450",".342","97","-0.5","-1.1","-2.3","0.2","1385"
"Dave Berg","Marlins","82","245","1","23","21","3","10.2%","18.8%",".090",".311",".252",".340",".343",".312","81","0.6","-5.5","0.0","0.2","1288"
"Jesus Sanchez","Marlins","45","60","0","6","4","0","1.7%","25.0%",".000",".317",".232",".246",".232",".218","21","0.0","-6.4","6.9","0.2","1476"
"Shane Andrews","Cubs","66","222","14","25","39","1","12.2%","26.6%",".245",".250",".229",".329",".474",".345","101","-0.2","0.0","-4.6","0.2","1588"
"Paul Rigdon","Brewers","12","25","1","3","1","0","8.0%","24.0%",".188",".222",".188",".278",".375",".288","63","0.0","-1.3","2.9","0.2","1010955"
"Scott Sheldon","Rangers","58","138","4","21","19","0","7.2%","26.8%",".185",".365",".282",".336",".468",".346","96","0.0","-0.7","-1.6","0.2","1011856"
"Craig Wilson","White Sox","28","83","0","12","4","1","6.0%","13.3%",".041",".306",".260",".316",".301",".285","60","0.2","-4.3","3.6","0.2","1014069"
"Tino Martinez","Yankees","155","632","16","69","91","4","8.2%","11.7%",".163",".272",".258",".328",".422",".323","87","0.4","-10.3","-10.1","0.2","1168"
"Frank Menechino","Athletics","66","169","6","31","26","1","11.8%","26.6%",".200",".323",".255",".345",".455",".348","104","-1.6","-0.7","-2.7","0.2","931"
"Kirk Rueter","Giants","34","71","0","5","5","0","1.4%","15.5%",".050",".245",".200",".213",".250",".206","14","0.0","-8.3","8.2","0.2","1128"
"Jon Nunnally","Mets","48","92","2","16","6","3","18.5%","28.3%",".176",".255",".189",".337",".365",".319","87","0.2","-1.5","0.6","0.2","1009660"
"Kevin Tapani","Cubs","30","68","1","3","4","0","4.4%","29.4%",".089",".257",".179",".220",".268",".219","20","-0.5","-7.9","7.8","0.2","1012824"
"Kevin Nicholson","Padres","37","105","1","7","8","1","3.8%","29.5%",".113",".308",".216",".255",".330",".258","51","0.2","-6.8","5.2","0.2","1009563"
"Joe Nathan","Giants","20","38","2","3","3","0","2.6%","23.7%",".250",".136",".156",".176",".406",".235","33","0.0","-3.5","4.4","0.2","1122"
"Curt Schilling","- - -","29","71","0","2","4","0","1.4%","21.1%",".049",".283",".213",".226",".262",".217","18","-0.5","-8.4","8.2","0.2","73"
"Julio Zuleta","Cubs","30","73","3","13","12","0","2.7%","26.0%",".250",".370",".294",".342",".544",".378","122","-0.5","1.7","-1.9","0.2","1014462"
"Doug Glanville","Phillies","154","689","8","89","52","31","4.5%","11.0%",".099",".298",".275",".307",".374",".299","70","2.6","-25.5","4.2","0.2","956"
"Reggie Sanders","Braves","103","377","11","43","37","21","8.5%","20.7%",".171",".271",".232",".302",".403",".307","76","2.4","-9.9","-1.0","0.2","1129"
"Lou Merloni","Red Sox","40","139","0","10","18","1","2.9%","15.8%",".117",".380",".320",".341",".438",".335","92","0.2","-1.2","-1.5","0.2","201"
"Izzy Alcantara","Red Sox","21","48","4","9","7","0","6.3%","14.6%",".289",".265",".289",".333",".578",".383","123","0.0","1.5","-1.1","0.2","1558"
"Randy Wolf","Phillies","32","71","0","5","4","0","4.2%","26.8%",".035",".282",".193",".230",".228",".209","12","0.0","-8.5","8.2","0.2","976"
"Adam Hyzdu","Pirates","12","18","1","2","4","0","0.0%","22.2%",".278",".462",".389",".389",".667",".446","164","0.0","1.6","-0.1","0.2","1543"
"Greg Maddux","Braves","35","90","0","2","5","0","2.2%","21.1%",".050",".246",".188",".217",".238",".205","11","-0.5","-11.4","10.4","0.2","104"
"Stan Spencer","Padres","9","14","0","0","1","0","0.0%","42.9%",".083",".667",".333",".333",".417",".329","96","0.0","-0.1","1.6","0.2","1012329"
"Felipe Lira","Expos","54","21","2","3","3","0","0.0%","61.9%",".316",".400",".211",".200",".526",".285","61","0.0","-1.1","2.4","0.2","1007649"
"Marcus Jensen","Twins","52","164","3","16","14","0","14.6%","22.0%",".129",".260",".209",".325",".338",".305","72","-0.4","-6.8","2.9","0.2","691"
"Scott Spiezio","Angels","123","345","17","47","49","1","11.6%","16.2%",".222",".241",".242",".334",".465",".343","98","-0.7","-1.5","-8.8","0.2","37"
"Randy Knorr","Rangers","15","37","2","5","2","0","0.0%","8.1%",".235",".276",".294",".294",".529",".347","96","0.0","-0.2","0.8","0.2","1007050"
"Tony Gwynn","Padres","36","140","1","17","17","0","6.4%","2.9%",".118",".320",".323",".364",".441",".347","108","-0.4","1.0","-3.7","0.2","1005166"
"Talmadge Nunnari","Expos","18","12","0","2","1","0","50.0%","16.7%",".000",".250",".200",".583",".200",".410","141","0.0","0.7","0.8","0.2","1009661"
"Jason Conti","Diamondbacks","47","99","1","11","15","3","7.1%","30.3%",".143",".333",".231",".293",".374",".285","59","0.6","-5.0","3.1","0.2","1199"
