,WAR,Age
8,0.8,28
9,1.3,29
10,0.3,29
11,1.3,30
12,0.3,31
13,,
14,0.1,33
15,,
0,-1.9,27
1,-0.6,28
2,,
3,-0.7,30
4,0.2,31
5,,
0,1.6,22
1,0.9,23
2,6.1,24
3,6.2,25
4,5.2,26
5,4.3,27
6,0.2,28
7,2.7,29
8,2.8,30
9,1.8,30
10,2.8,31
11,5.6,32
12,0.6,33
13,3.0,34
14,1.4,35
15,,
0,-0.1,26
1,,
0,0.1,23
1,-0.7,24
2,,
0,-0.2,21
1,0.2,22
2,0.0,23
3,0.5,24
4,3.3,25
5,0.8,26
6,1.6,27
7,0.6,28
8,0.6,29
9,-0.6,29
10,,
0,-0.7,23
1,,
2,0.0,25
3,1.0,25
4,0.4,26
5,1.6,27
6,1.3,28
7,1.2,29
8,-0.5,29
9,0.3,30
10,0.7,30
11,1.2,31
12,0.1,32
13,0.1,33
14,-0.6,34
15,,
0,0.6,24
1,0.2,25
2,-0.1,26
3,0.1,27
4,,
5,-0.1,29
6,,
0,-0.2,24
1,0.1,25
2,,
0,-0.3,21
1,2.1,22
2,1.8,23
3,0.9,24
4,1.8,25
5,0.3,26
6,-0.5,27
7,1.2,28
8,0.5,28
9,-0.4,29
10,1.6,30
11,0.0,30
12,-0.5,31
13,0.4,31
14,0.1,32
15,-0.3,33
16,,
0,-0.2,23
1,0.2,24
2,,
0,1.0,24
1,5.0,25
2,3.1,26
3,1.9,27
4,3.5,28
5,0.1,29
6,1.6,30
7,1.6,31
8,1.3,32
9,2.8,33
10,1.4,34
11,-0.1,34
12,0.0,35
13,,
0,-0.3,23
1,-0.3,24
2,1.1,25
3,1.6,26
4,3.2,27
5,-0.2,28
6,-1.2,29
7,-0.3,29
8,-0.9,30
9,,
0,1.3,25
1,3.0,26
2,0.4,27
3,,
4,0.1,33
5,0.1,33
6,-0.9,34
7,-0.2,34
8,,
0,-0.9,20
1,-0.6,21
2,-1.1,22
3,1.2,23
4,0.2,24
5,-0.9,25
6,-0.4,26
7,-0.7,26
8,0.3,27
9,0.1,27
10,0.2,28
11,1.8,28
12,,
0,2.9,24
1,0.5,25
2,-0.1,26
3,,
0,-0.2,23
1,-0.1,24
2,1.1,25
3,,
0,0.4,22
1,0.7,23
2,0.4,24
3,0.3,25
4,0.9,26
5,0.6,27
6,,
0,0.9,23
1,,
0,-0.2,24
1,,
0,0.1,23
1,,
0,0.0,26
1,-0.4,27
2,-0.4,27
3,-0.2,28
4,,
0,0.3,22
1,-0.3,23
2,,
0,0.1,25
1,0.0,26
2,,
3,2.6,32
4,0.6,33
5,,
0,0.1,25
1,0.0,26
2,,
3,2.6,32
4,0.6,33
5,,
0,-1.6,22
1,1.9,23
2,3.4,24
3,3.3,25
4,,
0,0.0,23
1,0.1,24
2,,
0,0.2,24
1,-0.3,25
2,,
3,0.3,30
4,,
0,1.9,31
1,0.1,32
2,0.3,32
3,3.6,33
4,3.8,34
5,0.6,35
6,2.0,36
7,-0.3,37
8,1.0,37
9,0.9,38
10,0.1,39
11,-0.3,40
12,-0.3,41
13,,
0,0.1,22
1,-0.3,23
2,0.2,24
3,-0.4,25
4,,
0,0.4,22
1,0.8,23
2,2.4,24
3,1.4,25
4,,
0,0.5,23
1,2.3,24
2,0.5,25
3,-0.2,26
4,0.9,27
5,0.3,27
6,-0.1,28
7,,
0,-0.4,23
1,,
0,2.3,23
1,5.1,24
2,3.2,25
3,4.1,26
4,5.3,27
5,1.2,28
6,1.3,28
7,1.8,29
8,1.4,30
9,,
0,0.0,22
1,0.1,23
2,-0.1,24
3,,
0,-1.2,21
1,,
0,-0.4,23
1,-1.3,24
2,1.9,25
3,1.9,26
4,-0.2,27
5,,
0,0.6,24
1,,
0,-0.6,28
1,0.2,29
2,,
0,1.6,25
1,0.0,26
2,2.0,27
3,-0.3,28
4,2.2,29
5,1.3,30
6,1.7,31
7,1.1,32
8,2.0,33
9,0.7,34
10,-0.2,35
11,-0.8,36
12,,
0,0.2,25
1,-0.1,26
2,1.1,27
3,0.0,28
4,-0.2,28
5,0.6,29
6,0.4,30
7,0.5,31
8,1.1,32
9,0.3,32
10,-0.5,33
11,0.3,33
12,,
0,-0.1,24
1,0.2,25
2,-0.7,26
3,-0.2,27
4,,
0,1.9,25
1,1.1,26
2,1.0,27
3,2.3,28
4,1.1,29
5,0.2,30
6,0.6,30
7,-0.8,31
8,,
0,-0.2,22
1,,
0,1.9,23
1,2.1,24
2,2.7,25
3,,
0,0.1,24
1,,
2,-0.3,26
3,0.1,27
4,0.0,27
5,,
0,0.0,24
1,,
0,0.2,26
1,-0.1,27
2,-0.6,28
3,-0.5,29
4,0.5,30
5,,
0,-0.2,27
1,0.3,28
2,-0.3,29
3,-0.1,30
4,,
0,-0.1,25
1,0.3,26
2,-0.4,26
3,-0.3,27
4,0.3,28
5,2.0,29
6,0.3,30
7,,
0,-0.3,23
1,-0.2,24
2,,
0,0.2,22
1,0.5,23
2,,
3,0.2,25
4,-0.3,26
5,0.0,27
6,0.0,28
7,,
0,-0.3,25
1,,
0,-0.1,25
1,,
0,0.4,25
1,2.3,26
2,-1.1,27
3,0.1,28
4,-0.4,29
5,2.0,30
6,1.1,31
7,0.7,32
8,-1.0,33
9,1.1,34
10,,
0,-0.2,26
1,0.0,27
2,,
0,0.0,25
1,0.3,26
2,1.0,27
3,0.4,28
4,,
0,1.2,24
1,0.5,25
2,0.3,26
3,-0.4,27
4,0.2,28
5,0.4,29
6,1.4,30
7,0.1,30
8,0.5,30
9,-1.0,31
10,0.0,32
11,,
0,-0.1,22
1,-0.4,23
2,1.2,24
3,2.7,25
4,1.9,26
5,1.3,27
6,-0.5,28
7,-0.4,29
8,-0.3,29
9,0.0,30
10,-0.8,30
11,0.0,31
12,,
0,0.0,20
1,-0.1,21
2,2.9,22
3,4.3,23
4,1.9,24
5,4.7,25
6,1.6,26
7,1.6,27
8,2.8,28
9,,
0,1.1,19
1,-0.2,20
2,0.1,21
3,1.2,22
4,,
0,-0.5,23
1,,
2,0.0,25
3,1.7,26
4,1.0,27
5,0.7,28
6,0.5,29
7,0.3,30
8,-0.7,31
9,-0.9,32
10,0.1,32
11,,
0,-0.2,22
1,,
0,0.4,25
1,-0.4,26
2,,
0,0.4,25
1,-0.3,26
2,0.2,27
3,,
0,-0.6,23
1,,
2,0.4,25
3,2.4,26
4,2.4,27
5,1.5,28
6,-0.1,29
7,3.9,30
8,,
9,0.3,32
10,,
0,0.2,23
1,,
0,-0.8,21
1,,
2,0.0,23
3,0.5,24
4,-0.6,25
5,,
6,0.3,27
7,-0.1,28
8,0.3,29
9,-1.3,29
10,0.0,30
11,-0.3,31
12,,
0,-0.3,23
1,-1.6,24
2,0.2,24
3,0.4,25
4,0.6,26
5,0.2,27
6,-0.4,28
7,-1.4,29
8,0.1,29
9,,
0,0.0,28
1,,
0,2.4,23
1,0.8,24
2,0.1,24
3,0.2,25
4,4.3,26
5,0.5,27
6,3.4,28
7,-0.6,29
8,-0.8,29
9,-0.3,30
10,,
0,-0.2,24
1,,
2,-0.2,26
3,-0.3,27
4,,
5,1.0,29
6,-0.1,30
7,1.1,31
8,0.1,32
9,,
0,0.5,23
1,-0.1,24
2,-0.6,25
3,,
0,0.1,25
1,0.4,26
2,,
0,-0.1,24
1,,
2,-0.1,26
3,,
4,-0.1,28
5,-0.1,28
6,,
0,-0.2,22
1,4.0,23
2,4.2,24
3,1.8,25
4,5.5,26
5,4.4,27
6,8.6,28
7,8.1,29
8,4.4,30
9,0.9,31
10,2.4,32
11,7.4,33
12,4.6,34
13,1.8,34
14,6.8,35
15,7.4,36
16,,
0,-0.1,22
1,0.2,23
2,,
0,0.0,22
1,1.7,23
2,-0.1,24
3,-0.4,25
4,0.0,26
5,,
6,0.8,28
7,0.5,29
8,-0.8,30
9,-0.5,31
10,-0.1,31
11,-0.2,31
12,,
0,0.0,24
1,0.4,25
2,-0.1,26
3,-0.2,27
4,,
0,-0.2,24
1,0.3,24
2,0.1,25
3,,
0,-0.5,26
1,0.0,27
2,0.3,27
3,,
0,-0.2,21
1,2.6,22
2,-0.1,23
3,2.9,24
4,1.5,25
5,2.0,26
6,0.3,27
7,1.5,28
8,0.2,28
9,-0.4,29
10,,
0,2.0,23
1,1.7,24
2,-0.3,25
3,2.0,26
4,-0.1,27
5,0.0,27
6,2.5,28
7,,
0,0.1,23
1,1.1,24
2,3.5,25
3,1.9,26
4,-1.0,27
5,,
0,-0.1,23
1,0.2,24
2,,
0,1.4,22
1,0.9,23
2,1.9,24
3,2.6,25
4,1.2,26
5,1.4,27
6,2.8,28
7,3.0,29
8,0.7,30
9,0.0,31
10,,
0,2.0,34
1,-0.8,35
2,,
0,2.8,28
1,0.5,29
2,0.7,30
3,1.2,31
4,,
0,1.8,22
1,-0.4,23
2,1.3,24
3,1.0,25
4,0.3,25
5,1.2,26
6,,
0,0.0,23
1,-0.3,24
2,0.0,25
3,,
0,0.6,22
1,-0.5,23
2,0.7,24
3,1.2,25
4,2.3,26
5,-1.0,27
6,1.7,28
7,-1.7,29
8,0.1,30
9,0.5,31
10,2.3,32
11,0.4,33
12,-1.5,33
13,-0.7,34
14,,
0,-0.4,22
1,1.2,23
2,1.0,24
3,3.9,25
4,2.0,26
5,2.4,27
6,0.9,27
7,-0.9,28
8,0.2,28
9,,
0,0.7,25
1,,
0,0.6,25
1,0.7,26
2,-0.1,27
3,0.7,28
4,1.8,29
5,0.9,30
6,0.1,31
7,1.0,32
8,-0.3,33
9,0.0,34
10,0.5,35
11,-0.6,36
12,-0.7,37
13,,
0,-0.1,23
1,-0.6,24
2,0.5,25
3,-0.6,26
4,0.5,27
5,-0.2,28
6,1.3,29
7,0.7,30
8,1.3,30
9,-0.6,31
10,-0.3,31
11,,
12,-0.3,33
13,,
0,-0.4,24
1,0.4,25
2,1.3,26
3,0.5,27
4,,
0,0.2,22
1,0.8,23
2,6.2,24
3,1.7,25
4,0.6,26
5,3.8,27
6,2.3,28
7,0.7,29
8,4.0,30
9,2.7,31
10,0.2,32
11,0.8,33
12,4.7,34
13,0.3,35
14,0.8,36
15,0.9,37
16,,
0,-0.2,24
1,-0.3,24
2,0.0,25
3,,
0,1.0,25
1,0.1,26
2,0.5,27
3,-0.6,28
4,-0.5,29
5,,
0,2.0,23
1,-1.4,24
2,2.1,25
3,1.8,26
4,-0.1,27
5,0.1,27
6,,
0,0.3,23
1,2.6,24
2,1.0,25
3,1.0,26
4,-0.5,27
5,,
6,0.6,29
7,-0.3,30
8,,
0,0.6,23
1,0.8,24
2,0.4,25
3,,
0,-1.2,24
1,-0.1,25
2,,
0,0.2,27
1,-0.5,28
2,-0.1,29
3,-0.1,30
4,0.4,30
5,2.1,31
6,3.0,32
7,,
0,0.6,23
1,-0.2,24
2,,
0,1.4,34
1,1.3,35
2,1.9,36
3,0.2,36
4,1.4,37
5,3.5,38
6,1.7,39
7,1.2,40
8,0.7,41
9,0.2,42
10,,
0,-0.6,20
1,0.8,21
2,,
0,2.4,24
1,5.1,25
2,,
3,0.3,27
4,-0.1,28
5,1.7,29
6,0.7,29
7,1.9,30
8,1.8,31
9,,
10,-0.5,34
11,-0.1,35
12,,
0,0.5,23
1,1.1,24
2,0.3,25
3,4.4,26
4,2.7,27
5,,
6,0.2,29
7,-0.9,30
8,,
9,-0.3,32
10,,
0,0.4,25
1,1.5,26
2,0.8,27
3,0.0,28
4,-0.7,29
5,0.2,29
6,,
0,-0.1,26
1,,
0,0.5,24
1,1.5,25
2,-0.2,26
3,,
0,1.1,22
1,0.1,23
2,0.1,24
3,-0.1,25
4,-0.3,26
5,,
0,-0.3,21
1,-1.4,22
2,-0.9,23
3,-0.8,23
4,2.1,24
5,1.1,25
6,1.2,26
7,-1.1,27
8,,
9,0.1,31
10,,
0,-0.4,26
1,,
0,0.1,22
1,-0.4,23
2,0.1,24
3,0.0,25
4,0.1,26
5,0.0,27
6,0.0,28
7,,
0,0.3,23
1,-1.1,24
2,2.1,25
3,-2.5,26
4,1.3,27
5,-0.1,28
6,1.2,29
7,1.0,29
8,0.7,30
9,0.0,31
10,0.9,32
11,-0.5,32
12,0.2,33
13,1.5,34
14,-0.2,34
15,1.5,35
16,0.0,36
17,-0.4,37
18,0.3,37
19,0.2,38
20,-0.2,38
21,,
0,3.4,24
1,8.2,25
2,-0.8,26
3,,
0,-0.8,25
1,2.2,26
2,3.2,27
3,0.9,28
4,0.4,29
5,3.3,30
6,0.1,31
7,,
0,2.9,24
1,1.6,25
2,5.4,26
3,3.5,27
4,3.1,28
5,4.0,29
6,,
0,0.2,26
1,,
0,2.2,22
1,-1.6,23
2,0.3,24
3,0.4,25
4,1.8,26
5,1.4,27
6,0.6,28
7,0.4,29
8,-0.6,30
9,,
10,-0.5,32
11,,
0,0.4,24
1,-0.6,25
2,0.4,26
3,,
0,-0.2,22
1,2.3,23
2,2.3,24
3,0.3,25
4,2.5,26
5,-0.7,27
6,1.0,27
7,1.4,28
8,0.5,28
9,2.7,29
10,-0.3,30
11,-2.3,31
12,2.3,32
13,4.0,33
14,3.0,34
15,2.3,35
16,-1.1,36
17,-0.5,37
18,,
0,0.1,24
1,0.7,25
2,1.8,26
3,0.4,27
4,-0.2,28
5,-0.2,29
6,,
0,0.0,26
1,-0.5,27
2,,
0,0.3,22
1,0.3,23
2,1.1,24
3,-0.2,25
4,,
5,1.2,27
6,,
0,0.0,22
1,-0.5,23
2,,
0,-0.7,27
1,,
0,-0.2,32
1,0.0,33
2,-0.2,34
3,,
0,-0.8,22
1,-0.4,23
2,-0.2,24
3,2.1,25
4,-0.3,26
5,3.0,27
6,-0.7,28
7,2.3,29
8,3.1,30
9,2.4,31
10,0.1,32
11,0.4,32
12,0.6,33
13,1.2,34
14,0.0,35
15,0.9,35
16,2.0,36
17,-0.8,37
18,0.9,38
19,0.1,39
20,0.6,40
21,0.9,41
22,0.5,42
23,0.1,42
24,,
0,-1.2,23
1,-0.8,24
2,0.2,25
3,-1.0,26
4,0.5,27
5,1.1,28
6,0.2,29
7,-0.5,30
8,,
0,0.6,24
1,2.0,25
2,2.1,26
3,3.6,27
4,3.4,28
5,,
6,3.2,30
7,0.0,31
8,0.3,31
9,7.5,32
10,,
0,0.0,21
1,3.3,22
2,0.0,23
3,1.9,24
4,-0.5,25
5,-0.1,26
6,0.6,26
7,,
8,-0.1,28
9,,
0,0.3,27
1,0.2,28
2,-0.4,29
3,,
0,-0.1,26
1,0.0,27
2,-0.2,28
3,0.2,29
4,,
0,-0.2,22
1,-1.0,23
2,-0.8,24
3,-0.1,25
4,-0.1,25
5,1.0,26
6,0.7,27
7,0.2,28
8,0.2,29
9,3.5,30
10,,
0,0.1,21
1,1.7,22
2,0.6,23
3,0.9,24
4,0.9,24
5,3.4,25
6,-0.9,26
7,0.5,27
8,6.3,28
9,4.9,29
10,3.0,30
11,0.1,31
12,1.7,31
13,1.4,32
14,-0.3,33
15,-0.9,33
16,-0.3,34
17,0.3,34
18,3.2,35
19,-0.3,36
20,-0.4,37
21,-1.0,37
22,,
0,-0.5,22
1,0.1,22
2,,
0,-0.5,21
1,-0.3,22
2,0.3,23
3,0.6,24
4,0.4,25
5,-0.3,26
6,-0.9,26
7,,
8,0.0,30
9,,
10,-0.3,32
11,0.1,33
12,,
0,0.4,25
1,0.5,26
2,0.5,27
3,0.0,28
4,-0.8,29
5,,
6,-0.3,31
7,,
0,-0.2,25
1,0.9,25
2,-0.3,26
3,0.1,27
4,,
0,0.0,22
1,,
0,1.5,26
1,-0.8,27
2,,
0,-0.5,21
1,1.5,22
2,-1.0,23
3,5.7,24
4,,
0,-0.2,25
1,-0.1,26
2,-0.1,26
3,3.2,27
4,-1.5,28
5,-0.6,29
6,,
7,0.6,31
8,0.0,31
9,-0.1,32
10,,
0,0.2,25
1,-0.1,26
2,0.0,27
3,0.1,28
4,,
0,0.1,23
1,-0.3,24
2,-0.1,24
3,0.4,25
4,,
0,-0.6,25
1,,
0,0.7,22
1,2.2,23
2,-0.1,24
3,0.6,25
4,-0.2,25
5,0.3,26
6,0.7,27
7,0.3,28
8,0.2,28
9,0.2,29
10,,
0,0.6,24
1,0.1,25
2,-0.1,26
3,0.5,27
4,,
0,-0.1,23
1,,
0,0.6,23
1,-2.7,24
2,-0.1,25
3,-0.7,26
4,0.7,27
5,1.9,28
6,-0.9,29
7,,
0,-0.3,25
1,0.0,26
2,,
3,0.1,28
4,,
0,2.0,21
1,-0.4,22
2,5.4,23
3,4.1,24
4,0.6,25
5,,
0,0.0,27
1,0.2,28
2,,
0,-0.2,26
1,0.2,26
2,-0.7,27
3,0.6,28
4,,
0,0.5,23
1,-0.9,23
2,0.4,24
3,,
0,0.9,25
1,0.4,26
2,0.2,27
3,1.8,28
4,0.7,29
5,1.7,30
6,0.5,31
7,0.5,32
8,0.0,33
9,-0.3,34
10,-0.1,35
11,,
0,0.3,23
1,0.4,24
2,-0.5,25
3,1.0,26
4,0.9,27
5,-1.1,28
6,2.1,29
7,,
8,0.3,31
9,0.4,32
10,,
0,0.0,23
1,-0.7,24
2,0.3,25
3,-0.2,26
4,0.7,27
5,,
0,-0.6,22
1,0.8,23
2,-0.9,24
3,1.6,25
4,,
0,0.3,19
1,2.4,20
2,1.9,21
3,2.0,22
4,4.0,23
5,3.7,24
6,5.0,25
7,4.8,26
8,3.1,27
9,2.4,28
10,2.5,29
11,,
0,0.7,26
1,0.3,27
2,0.2,28
3,0.7,29
4,0.3,30
5,-1.2,31
6,,
0,-0.2,24
1,,
2,-0.4,28
3,,
0,0.2,23
1,0.1,24
2,1.6,25
3,1.7,26
4,0.3,27
5,0.1,28
6,-0.1,28
7,,
0,0.3,24
1,0.4,25
2,-2.3,26
3,-0.6,27
4,,
5,-0.9,29
6,0.5,30
7,-0.5,31
8,0.2,32
9,,
0,0.8,23
1,2.9,24
2,0.9,25
3,-0.2,26
4,0.1,27
5,,
6,-0.2,29
7,0.3,30
8,,
0,1.2,23
1,0.2,24
2,0.7,25
3,0.0,25
4,0.0,26
5,-0.3,27
6,0.7,27
7,0.7,28
8,-0.3,29
9,-0.8,29
10,0.8,30
11,0.4,30
12,0.2,31
13,-0.7,32
14,0.2,32
15,,
0,-0.5,24
1,-0.1,25
2,-0.6,26
3,0.4,27
4,1.4,28
5,1.4,29
6,0.5,30
7,3.8,31
8,3.6,32
9,1.9,33
10,0.8,34
11,-0.4,35
12,,
0,-0.2,26
1,0.2,27
2,,
3,-0.2,31
4,,
0,0.1,27
1,,
0,1.8,23
1,1.3,24
2,1.4,25
3,5.2,26
4,0.3,27
5,3.2,28
6,1.4,28
7,,
0,0.1,29
1,1.2,30
2,,
0,0.2,25
1,5.0,26
2,3.7,27
3,2.8,28
4,3.5,29
5,2.6,30
6,3.4,31
7,1.6,32
8,3.6,33
9,4.2,34
10,4.0,35
11,3.9,36
12,2.0,37
13,4.3,38
14,3.6,39
15,2.4,40
16,2.9,41
17,0.4,42
18,2.4,43
19,,
0,0.6,21
1,6.0,22
2,5.0,23
3,2.5,24
4,4.2,25
5,4.8,26
6,2.3,27
7,6.1,28
8,4.4,29
9,5.3,30
10,3.8,31
11,3.8,32
12,4.2,33
13,2.3,34
14,3.4,35
15,1.2,36
16,,
0,1.3,28
1,0.1,29
2,0.8,30
3,-0.7,31
4,2.2,32
5,0.4,32
6,0.1,33
7,-0.7,34
8,0.9,35
9,-0.3,36
10,0.0,37
11,,
0,0.8,23
1,-0.1,24
2,-0.9,25
3,0.0,26
4,0.0,27
5,-0.2,27
6,-0.1,28
7,0.7,29
8,-0.6,30
9,-0.3,31
10,1.6,32
11,0.1,32
12,-1.0,33
13,,
0,0.2,24
1,-0.1,25
2,0.1,25
3,0.9,26
4,-0.6,27
5,2.1,28
6,2.4,29
7,1.8,30
8,1.6,31
9,1.2,31
10,0.2,32
11,0.0,33
12,0.6,34
13,0.3,34
14,,
0,0.4,24
1,,
2,0.6,26
3,,
0,3.1,25
1,3.1,26
2,5.2,27
3,1.2,28
4,2.4,29
5,1.9,30
6,,
0,-0.1,21
1,3.2,22
2,2.0,23
3,3.4,24
4,3.4,25
5,1.0,26
6,0.1,27
7,-0.6,27
8,0.0,27
9,0.3,28
10,-0.2,28
11,-0.1,29
12,,
0,-0.2,23
1,-0.4,24
2,0.8,25
3,-0.2,26
4,0.3,27
5,0.0,28
6,0.7,29
7,0.4,29
8,0.6,30
9,0.5,31
10,1.4,32
11,-2.0,33
12,2.5,34
13,-1.6,35
14,-0.2,36
15,,
0,0.5,25
1,1.1,26
2,0.1,27
3,-0.2,28
4,-0.8,28
5,0.0,29
6,,
0,0.0,24
1,-0.3,25
2,0.3,26
3,0.7,27
4,1.1,28
5,1.3,29
6,,
0,0.0,23
1,,
2,0.1,25
3,0.6,26
4,1.2,27
5,-0.8,28
6,-0.3,29
7,1.9,30
8,0.9,31
9,2.3,32
10,0.6,33
11,0.2,34
12,0.8,35
13,1.2,36
14,0.1,37
15,0.0,38
16,-0.9,38
17,,
0,0.6,25
1,0.2,26
2,-0.6,27
3,0.3,28
4,,
0,1.8,20
1,2.5,21
2,4.6,22
3,4.5,23
4,6.1,24
5,4.1,25
6,3.1,26
7,3.9,27
8,0.8,28
9,-0.1,29
10,-0.7,30
11,-0.7,31
12,-0.4,32
13,,
0,0.0,21
1,1.2,22
2,2.6,23
3,1.2,24
4,-1.1,25
5,0.4,26
6,0.9,26
7,0.7,27
8,0.3,28
9,,
0,-0.6,24
1,,
2,0.0,27
3,,
0,0.9,24
1,-0.3,25
2,,
3,0.1,27
4,,
0,0.6,27
1,0.2,28
2,-0.3,29
3,,
4,0.3,31
5,-0.4,32
6,,
0,0.3,25
1,-0.1,26
2,,
0,0.2,27
1,-0.2,27
2,,
0,0.0,22
1,0.9,23
2,3.4,24
3,3.6,25
4,1.6,26
5,2.7,27
6,1.5,28
7,1.6,29
8,-0.1,29
9,1.3,30
10,-1.5,31
11,-0.4,32
12,-0.1,33
13,,
0,0.0,38
1,,
0,-0.9,22
1,,
2,0.9,25
3,0.6,26
4,,
0,-0.3,22
1,-0.2,23
2,0.0,24
3,4.0,25
4,5.8,26
5,-0.4,27
6,0.2,28
7,-0.1,29
8,,
0,1.6,23
1,5.3,24
2,,
3,4.9,26
4,-0.1,27
5,-1.0,28
6,-0.4,29
7,1.3,29
8,-0.7,30
9,,
0,1.0,25
1,,26
2,0.3,27
3,-0.6,28
4,,
0,1.3,27
1,1.2,28
2,-0.8,29
3,0.3,30
4,1.0,31
5,0.7,32
6,0.3,32
7,1.4,33
8,-0.6,34
9,,
0,-1.0,23
1,,
2,0.0,26
3,,
4,0.6,28
5,-0.3,29
6,0.4,29
7,,
1,,
0,-0.4,24
1,0.0,25
2,,
0,-1.0,22
1,-0.1,23
2,,
3,-0.6,25
4,,
0,-0.4,29
1,1.2,30
2,-0.1,31
3,-0.1,32
4,-0.1,33
5,,
0,0.0,29
1,,
0,0.0,34
1,-0.1,35
2,,
0,0.3,26
1,2.4,27
2,0.6,28
3,2.1,29
4,0.6,30
5,0.2,31
6,1.2,32
7,,
0,-0.7,24
1,-0.5,25
2,,
0,1.1,24
1,0.0,25
2,1.6,26
3,1.0,27
4,,
0,0.4,27
1,0.0,28
2,1.7,29
3,0.7,30
4,2.4,31
5,2.8,32
6,2.2,33
7,-0.2,34
8,1.1,35
9,0.2,36
10,0.2,36
11,0.4,37
12,0.7,37
13,1.1,38
14,-0.2,39
15,,
0,-0.1,26
1,,
0,0.7,22
1,0.5,23
2,-0.8,24
3,-0.2,25
4,0.3,25
5,-0.1,26
6,-0.3,26
7,,
0,-0.4,27
1,,
0,-0.5,24
1,-0.8,24
2,1.3,25
3,1.3,26
4,2.2,27
5,3.6,28
6,,
0,0.2,23
1,0.7,24
2,2.7,25
3,,
0,1.2,23
1,1.3,24
2,3.4,25
3,1.4,26
4,4.4,27
5,6.5,28
6,5.8,29
7,6.9,30
8,6.2,31
9,7.2,32
10,8.4,33
11,5.7,34
12,,
0,-0.5,24
1,-0.1,25
2,,
0,-0.3,22
1,,
2,0.4,26
3,-0.5,27
4,-0.1,28
5,0.0,29
6,,
0,1.0,30
1,,
0,1.7,24
1,-0.4,25
2,,25
3,-0.6,26
4,-0.3,27
5,0.3,28
6,0.1,29
7,,
0,-0.2,24
1,-0.1,24
2,,
3,1.1,26
4,-1.0,27
5,-0.3,28
6,,
7,0.0,30
8,,
0,-0.8,26
1,1.1,27
2,-0.5,28
3,-0.4,29
4,,
0,0.2,21
1,-0.4,22
2,0.1,23
3,0.2,24
4,0.0,25
5,0.7,25
6,0.1,26
7,,
0,-0.4,24
1,-0.3,25
2,0.2,26
3,0.0,27
4,0.0,28
5,,
0,-0.1,22
1,-0.1,23
2,-0.5,24
3,-0.9,25
4,0.7,26
5,,
0,0.0,24
1,,
0,0.7,23
1,-0.5,24
2,0.6,25
3,-0.8,26
4,0.3,27
5,,
6,-0.5,29
7,0.0,29
8,,
0,0.7,24
1,-0.5,25
2,,
3,0.7,27
4,0.2,28
5,0.2,29
6,,
0,-0.6,23
1,1.3,24
2,0.1,25
3,1.4,26
4,2.0,27
5,,
0,-0.6,25
1,0.0,26
2,-0.3,27
3,,
0,2.2,22
1,,
2,2.7,25
3,1.8,26
4,1.1,27
5,0.6,28
6,,
7,2.4,30
8,,
0,0.1,23
1,-0.2,24
2,0.3,25
3,-0.3,26
4,-0.2,27
5,,
0,1.9,21
1,1.4,22
2,3.0,23
3,-0.2,24
4,1.5,25
5,0.9,26
6,0.1,27
7,,
0,0.2,25
1,0.7,26
2,1.2,27
3,1.1,28
4,0.5,29
5,2.3,30
6,-0.1,31
7,-0.6,32
8,,
0,0.6,23
1,,
0,-0.1,22
1,,
2,-0.1,24
3,-0.2,25
4,,
0,-0.1,21
1,,
2,-0.1,25
3,-0.2,26
4,1.1,27
5,0.3,28
6,-0.8,29
7,-0.9,29
8,2.9,30
9,2.1,31
10,4.3,32
11,2.1,33
12,0.0,34
13,2.3,35
14,2.8,36
15,-2.0,37
16,-0.1,38
17,0.8,39
18,-0.8,40
19,0.9,40
20,-0.2,41
21,0.1,41
22,,
0,-0.1,20
1,-0.2,20
2,-0.2,21
3,0.9,22
4,1.5,23
5,0.7,24
6,,
0,-0.2,25
1,0.0,25
2,,
3,0.7,28
4,0.5,29
5,-0.6,30
6,-0.3,31
7,,
0,-0.4,19
1,-0.5,20
2,-0.1,21
3,,
0,-0.1,28
1,-0.3,29
2,,
0,0.1,25
1,3.0,26
2,5.1,27
3,4.1,28
4,,
0,0.0,24
1,0.5,25
2,0.7,26
3,-0.7,27
4,1.6,28
5,0.4,29
6,-0.3,30
7,0.6,31
8,0.7,32
9,-0.6,33
10,-0.2,34
11,,
0,0.1,26
1,1.7,27
2,-1.0,28
3,2.5,29
4,1.2,30
5,0.8,30
6,0.1,31
7,-0.5,32
8,3.1,33
9,0.8,33
10,3.0,34
11,,
0,-0.1,22
1,-1.2,23
2,1.5,24
3,1.4,25
4,4.0,26
5,0.9,27
6,,
0,-1.2,20
1,0.1,21
2,1.6,22
3,1.2,23
4,1.7,24
5,3.4,25
6,6.7,26
7,4.7,27
8,0.3,28
9,-1.9,29
10,1.9,30
11,1.4,31
12,1.1,32
13,,
14,0.1,35
15,-0.6,36
16,0.3,37
17,,
0,-0.2,22
1,1.6,23
2,0.0,24
3,2.6,25
4,1.5,26
5,2.3,27
6,0.6,27
7,0.6,28
8,0.9,29
9,1.0,29
10,1.8,30
11,1.9,31
12,-0.4,31
13,,
0,0.1,24
1,-0.6,25
2,0.8,26
3,1.1,27
4,-0.2,28
5,-0.4,29
6,,
7,0.4,33
8,-0.8,34
9,-0.6,35
10,,
0,0.1,24
1,0.1,25
2,0.6,26
3,-0.1,27
4,1.4,28
5,0.2,29
6,1.4,29
7,-1.4,30
