Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Signed,Signed From,Video,playerId
"Dixon Machado","DET","SS","-1",0,7,,"45",2017,,"24","6' 1""","170","R","R","J2 2008","Venezuela","BZdbsp1F0f8","11472"
"Jose Rosario","CHC","RHP",,0,10,,"45",2017,,"26","6' 1""","170","R","R","J2 2007","Dominican Republic","","sa506730"
"Paul DeJong","StL","2B","MLB",0,13,,"45",2017,,"23","6' 1""","195","R","R","4th rd 2015","Illinois St.","pGJ0o90YY38","18015"
"Josh Staumont","KCR","RHP","MLB",0,3,,"45",2018,,"22","6' 3""","200","R","R","2nd rd 2015","Azusa Pacific","Y2_BpQT9GD0","18335"
"Ryan O'Hearn","KCR","1B","MLB",0,4,,"45",2018,,"23","6' 3""","215","L","L","8th rd 2014","Sam Houston St","LB-0i82rVgE","16442"
"Scott Blewett","KCR","RHP",,0,5,,"45",2020,,"20","6' 6""","210","R","R","2nd rd 2014","Baker HS (NY)","Zze8oYd8nEQ","sa828695"
"A.J. Puckett","KCR","RHP","AA",0,6,,"45",2019,,"21","6' 4""","185","R","R","2nd rd 2016","Pepperdine","","sa738686"
"Taylor Trammell","CIN","OF","AA",0,6,,"45",2021,,"19","6' 2""","195","L","L","1st rd 2016","Mt. Paran (GA)","","sa917943"
"Chris Paddack","SDP","RHP","MLB",0,8,,"45",2020,,"20","6' 4""","195","R","R","8th rd 2015","Cedar Park HS (TX)","","20099"
"Khalil Lee","KCR","OF","AA",0,7,,"45",2021,,"18","5' 10""","182","L","L","3rd rd 2016","Flint HS (VA)","OxVsfkvV1MY","sa917996"
"Robert Stephenson","CIN","RHP","MLB",0,7,,"45",2017,,"23","6' 3""","200","R","R","1st rd 2011","Alhambra HS (CA)","w8XKmKUW7Ng","13594"
"Jeisson Rosario","SDP","OF",,0,9,,"45",2021,,"17","5' 11""","170","L","L","J2 2016","Dominican Republic","tz3B5XbWgMc",""
"Eric Skoglund","KCR","LHP",,0,8,,"45",2017,,"24","6' 6""","180","L","L","3rd rd 2014","UCF","","16155"
"Chris Okey","CIN","C","AA",0,8,,"45",2019,,"22","5' 11""","200","R","R","2nd rd 2016","Clemson","0OchJQB5jr4","sa738505"
"Logan Allen","SDP","LHP",,0,10,,"45",2020,,"19","6' 3""","200","R","L","8th rd 2015","IMG","vO-q9WIphiY","18555"
"Meibrys Viloria","KCR","C",,0,9,,"45",2020,,"19","5' 11""","200","L","R","J2 2013","Colombia","iDqupBxZ52A","17109"
"TJ Friedl","CIN","CF","AA",0,9,,"45",2019,,"21","5' 10""","170","L","L","UFA 2016","Nevada","P3qreU_0HUc","sa943754"
"Carlos Asuaje","SDP","2B","-1",0,11,,"45",2017,,"24","5' 9""","160","L","R","11th rd 2013","Nova Southeastern","","15197"
"Jorge Bonifacio","KCR","OF","AAA",0,10,,"45",2017,,"23","6' 2""","220","R","R","J2 2009","Dominican Republic","b7C0SgNxjE","12174"
"Luis Castillo","CIN","RHP","MLB",0,10,,"45",2018,,"24","6' 2""","170","R","R","J2 2011","Dominican Republic","","15689"
"Luis Urias","SDP","2B","MLB",0,12,,"45",2018,,"19","5' 9""","160","R","R","J2 2013","Mexico","opeJc9-dmIY","16622"
"Tyler Stephenson","CIN","C",,0,11,,"45",2020,,"20","6' 4""","210","R","R","1st rd 2015","Kennesaw Mtn HS (GA)","jbQ74U8MGvM","sa874242"
"Gabriel Arias","SDP","SS",,0,13,,"45",2021,,"16","6' 1""","180","R","R","J2 2016","Venezuela","QiH28DhFuPI",""
"Alfredo Rodriguez","CIN","SS",,0,12,,"45",2018,,"22","6' 0""","185","R","R","J2 2016","Cuba","VVWuMkvxwiA",""
"Jorge Ona","SDP","OF",,0,14,,"45",2019,,"19","6' 1""","200","R","R","J2 2016","Cuba","rpk7Y12Fru0",""
"Rookie Davis","CIN","RHP","-1",0,13,,"45",2018,,"23","6' 5""","245","R","R","14th rd 2011","Dixon HS (NC)","","14962"
"Mason Thompson","SDP","RHP","A+",0,15,,"45",2021,,"18","6' 6""","190","R","R","3rd rd 2016","Round Rock HS (TX)","","sa917969"
"Phillip Ervin","CIN","OF","MLB",0,14,,"45",2017,,"24","5' 10""","210","R","R","1st rd 2013","Samford","J78dtaU2134","14738"
"Reggie Lawson","SDP","RHP","AA",0,16,,"45",2021,,"19","6' 4""","205","R","R","2nd rd 2016","Victor Valley HS (CA)","GHRuOX42jYQ","sa917951"
"Sal Romano","CIN","RHP",,0,15,,"45",2018,,"23","6' 5""","260","L","R","23rd rd 2011","Southington HS (CT)","","13690"
"Luis Almanzar","SDP","SS",,0,17,,"45",2021,,"17","6' 0""","175","R","R","J2 2016","Dominican Republic","JW-H57bqE2c",""
"Tyler Mahle","CIN","RHP","MLB",0,16,,"45",2018,,"22","6' 2""","200","R","R","7th rd 2013","Westminster HS (CA)","","16358"
"Eric Lauer","SDP","LHP","MLB",0,18,,"45",2019,,"21","6' 3""","210","R","L","1st rd 2016","Kent State","","19316"
"Hudson Potts","SDP","3B","AA",0,19,,"45",2020,,"18","6' 2""","180","R","R","1st rd 2016","Southlake Carroll (TX)","snj4NTnQVAc","sa917936"
"Jose Rondon","SDP","SS","MLB",0,20,,"45",2017,,"22","6' 1""","170","R","R","J2 2010","Venezuela","tmb2O27627U","14140"
"Adalberto Mejia","MIN","LHP",,0,5,,"45",2017,,"23","6' 3""","220","R","L","J2 2011","Dominican Republic","h4MEKyuw9do","13188"
"Wander Javier","MIN","SS","A",0,6,,"45",2022,,"17","6' 1""","165","R","R","J2 2016","Dominican Republic","KQM2BzjyTNU","sa917168"
"Fernando Romero","MIN","RHP","MLB",0,7,,"45",2018,,"21","6' 0""","215","R","R","J2 2011","Dominican Republic","","15885"
"Kohl Stewart","MIN","RHP","MLB",0,8,,"45",2019,,"22","6' 3""","195","R","R","1st rd 2013","Pius X HS (TX)","","15502"
"Benjamin Rortvedt","MIN","C","AA",0,9,,"45",2021,,"19","5' 10""","190","L","R","2nd rd 2016","Verona HS (WI)","","sa917942"
"Mitch Garver","MIN","C","MLB",0,10,,"45",2017,,"25","6' 1""","220","R","R","9th rd 2013","New Mexico","n1oigquIbXQ","15161"
"Ty Blach","SFG","LHP","MLB",0,4,,"45",2016,,"26","","","","","5th rd 2012","Creighton","","14361"
"Andrew Suarez","SFG","LHP","MLB",0,5,,"45",2018,,"24","","","","","2nd rd 2015","Miami","5fUTAWZZKq0","18300"
"Steven Okert","SFG","LHP","-1",0,6,,"45",2016,,"25","","","","","4th rd 2012","Oklahoma","","13580"
"Joan Gregorio","SFG","RHP","AAA",0,7,,"45",2017,,"24","","","","","J2 2010","Dominican Republic","","sa547815"
"Sandro Fabian","SFG","OF","A+",0,8,,"45",2020,,"18","","","","","J2 2014","Dominican Republic","P5N_yzeiS8c","sa872803"
"Pedro Gonzalez","COL","CF","A",0,7,,"45",2020,,"19","6' 5""","190","R","R","J2 2014","Dominican Republic","dTzyUepXdYo","sa872568"
"Chris Stratton","SFG","RHP","MLB",0,9,,"45",2016,,"26","","","","","1st rd 2012","Mississippi St.","gjTjXoA3knI","13761"
"Miguel Castro","COL","RHP","MLB",0,8,,"45",2016,,"21","6' 5""","190","R","R","J2 2011","Dominican Republic","","15684"
"Tom Murphy","COL","C","MLB",0,9,,"45",2015,,"25","6' 1""","220","R","R","3rd rd 2012","Buffalo","","13499"
"Forrest Wall","COL","2B/OF","AAA",0,10,,"45",2019,,"20","6' 0""","180","L","R","1st rd 2014","Orangewood Christian HS (FL)","1Ko-nUsZ6is","sa828682"
"Ryan Castellani","COL","RHP",,0,11,,"45",2019,,"20","6' 4""","193","R","R","2nd rd 2014","Brophy Prep (AZ)","","sa828689"
"Ben Bowden","COL","LHP",,0,12,,"45",2018,,"22","6' 3""","250","L","L","2nd rd 2016","Vanderbilt","IB2b7vh584s","sa873701"
"Yency Almonte","COL","RHP","MLB",0,13,,"45",2018,,"22","6' 3""","185","R","R","17th rd 2012","Columbia HS (FL)","","15068"
"Sam Howard","COL","LHP",,0,16,,"45",2017,,"23","6' 3""","170","R","L","3rd rd 2014","Georgia Southern","","16265"
"Albert Abreu","NYY","RHP",,0,9,,"45",2019,,"21","6' 2""","175","R","R","J2 2013","Dominican Republic","","sa828366"
"Chance Adams","NYY","RHP","AAA",0,10,,"45",2018,,"22","6' 0""","215","R","R","5th rd 2015","Dallas Baptist","","18135"
"Miguel Andujar","NYY","3B","MLB",0,11,,"45",2018,,"22","6' 0""","175","R","R","J2 2011","Dominican Republic","","15878"
"Dillon Tate","NYY","RHP","MLB",0,12,,"45",2018,,"22","6' 2""","210","R","R","1st rd 2015","UC Santa Barbara","","17796"
"Tyler Wade","NYY","UTIL","MLB",0,13,,"45",2017,,"22","6' 1""","185","L","R","4th rd 2013","Murrieta Valley HS (GA)","","15730"
"Jordan Montgomery","NYY","LHP","MLB",0,14,,"45",2017,,"24","6' 6""","225","L","L","4th rd 2014","South Carolina","","16511"
"Brian Anderson","MIA","3B","MLB",0,2,,"45",2017,,"23","6' 3""","175","R","R","3rd rd 2014","Arkansas","HJ4Qe7NJx4M","18289"
"Chad Green","NYY","RHP","MLB",0,15,,"45",2017,,"25","6' 3""","210","L","R","11th rd 2013","Louisville","","15552"
"Tyler Kolek","MIA","RHP","A+",0,3,,"45",2020,,"21","6' 5""","260","R","R","1st rd 2014","","JOySfg7GTf4","sa828660"
"Estevan Florial","NYY","CF",,0,16,,"45",2020,,"19","6' 1""","185","L","R","J2 2014","Haiti","","sa874464"
"Thomas Jones","MIA","OF","A",0,4,,"45",2021,,"19","6' 4""","195","R","R","3rd rd 2016","Laurens HS (SC)","","sa917968"
"Jonathan Holder","NYY","RHP","MLB",0,17,,"45",2017,,"23","6' 2""","235","R","R","6th rd 2014","Mississippi St","PsoD3fO-1Zo","16588"
"Edward Cabrera","MIA","RHP",,0,5,,"45",2021,,"18","6' 4""","175","R","R","J2 2015","Dominican Republic","","sa920423"
"Derek Fisher","HOU","OF","MLB",0,7,,"45",2017,,"23","6' 3""","207","L","R","1st rd 2014","Virginia","KptI6ROB6jo","16192"
"Teoscar Hernandez","HOU","OF","MLB",0,8,,"45",2017,,"24","6' 2""","180","R","R","J2 2010","Dominican Republic","","13066"
"Gilberto Celestino","HOU","OF",,0,9,,"45",2020,,"18","6' 0""","170","R","L","J2 2015","Dominican Republic","QyYaz8gJrxc","sa914313"
"Daz Cameron","HOU","OF",,0,10,,"45",2020,,"20","6' 2""","185","R","R","1st rd 2015","Eagle's Landing (GA)","xvOK3sjOfXw","sa874736"
"Miguelangel Sierra","HOU","SS","A+",0,11,,"45",2020,,"19","5' 11""","175","R","R","J2 2014","Venezuela","BLQGvOuybM0","sa872750"
"Daulton Jefferies","OAK","RHP",,0,6,,"45",2019,,"21","6' 0""","180","L","R","1st rd 2016","Cal","ij14-6H6bPU","sa738964"
"Daniel Gossett","OAK","RHP",,0,7,,"45",2017,,"24","6' 2""","185","R","R","2nd rd 2014","Clemson","LMvqfmizV0","16164"
"Heath Fillmyer","OAK","RHP",,0,8,,"45",2018,,"22","6' 1""","180","R","R","5th rd 2014","Mercer CCC (NJ)","","17466"
"Grant Holmes","OAK","RHP",,0,9,,"45",2019,,"21","6' 1""","215","R","R","1st rd 2014","Conway HS (SC)","MvTNMZd4LDA","sa828669"
"Chad Pinder","OAK","UTIL","MLB",0,10,,"45",2017,,"25","6' 2""","195","R","R","2nd rd 2013","Virginia Tech","VBj_lPoshBc","15191"
"Brock Stewart","LAD","RHP","-1",0,7,,"45",2016,,"25","6' 3""","220","R","R","6th rd 2014","Illinios St","","16727"
"Andrew Toles","LAD","CF","MLB",0,8,,"45",2016,,"24","5' 10""","185","L","R","3rd rd 2012","Chipola JC (FL)","vxCKQTjcuZI","13414"
"Yusniel Diaz","LAD","CF","AA",0,9,,"45",2019,,"20","6' 1""","195","R","R","J2 2015","Cuba","2bA0NXwh7e0","sa912848"
"Jordan Sheffield","LAD","RHP","AA",0,10,,"45",2018,,"21","5' 11""","185","R","R","1st rd 2016","Vanderbilt","","sa738245"
"Austin Barnes","LAD","UTIL","MLB",0,11,,"45",2017,,"26","5' 9""","190","R","R","9th rd 2011","Arizona St.","","12158"
"Gavin Lux","LAD","SS","MLB",0,12,,"45",2021,,"18","6' 2""","170","L","R","1st rd 2016","Indian Trail Academy (WI)","","19955"
"Keibert Ruiz","LAD","C",,0,13,,"45",2020,,"18","6' 0""","165","S","R","J2 2015","Venezuela","","sa872528"
"Nick Neidert","SEA","RHP","AAA",0,3,,"45",2019,,"20","6' 1""","180","R","R","2nd rd 2015","Peachtree Ridge HS (GA)","Hi4TiR7zIIw","sa874797"
"Will Smith","LAD","C","MLB",0,14,,"45",2019,,"21","6' 0""","190","R","R","1st rd 2016","Louisville","","19197"
"Mitch Haniger","SEA","OF","MLB",0,4,,"45",2016,,"26","6' 2""","215","R","R","1st rd 2012","Cal Poly SLO","","14274"
"Mitchell White","LAD","RHP",,0,15,,"45",2019,,"21","6' 4""","207","R","R","2nd rd of 2016","Santa Clara","XlwJUJpdH0","sa917948"
"Andrew Moore","SEA","RHP",,0,5,,"45",2017,,"22","5' 11""","185","R","R","2nd rd 2015","Oregon St","k1ukcmy9zpI","17553"
"Dan Altavilla","SEA","RHP","MLB",0,6,,"45",2017,,"24","6' 0""","200","R","R","5th rd 2014","Mercyhurst","","16507"
"Daniel Vogelbach","SEA","1B","MLB",0,7,,"45",2017,,"24","6' 0""","250","L","R","2nd rd 2011","Bishop Verot HS (FL)","WVUvxa6mRUs","14130"
"Trent Grisham","MIL","OF","MLB",0,9,,"45",2020,,"20","6' 0""","205","L","L","1st rd 2015","Richland HS (TX)","ToL0111crDA","18564"
"Mauricio Dubon","MIL","SS","MLB",0,10,,"45",2017,,"22","6' 0""","160","R","R","26th rd 2013","Capital Christian HS (CA)","MgNeizABbjY","16530"
"Jake Bauers","TBR","1B","MLB",0,5,,"45",2018,,"21","6' 1""","200","L","L","7th rd 2013","Marina HS (CA)","RIpGBoPaobE","15194"
"Phil Bickford","MIL","RHP","A+",0,11,,"45",2019,,"21","6' 5""","205","R","R","1st rd 2015","Southern Nevada","7N1cwVuih9A","sa737441"
"Josh Lowe","TBR","CF","AA",0,6,,"45",2021,,"19","6' 4""","190","L","R","1st rd 2016","Pope HS (GA)","0xP4kchoVfA","sa917926"
"Ryan Cordell","MIL","OF","MLB",0,12,,"45",2017,,"24","6' 4""","205","R","R","11th rd 2013","Liberty","","15181"
"Chih-Wei Hu","TBR","RHP",,0,7,,"45",2018,,"23","6' 1""","230","R","R","J2 2011","Taiwan","CnQuWadDzvs","16419"
"Jorge Lopez","MIL","RHP","MLB",0,13,,"45",2017,,"23","6' 4""","195","R","R","2nd rd 2011","Caguas MA (PR)","yNFMO_99TMc","14527"
"Lucius Fox","TBR","SS",,0,8,,"45",2021,,"19","6' 1""","175","S","R","J2 2015","Bahamas","sSetHzJyedI","sa914200"
"Cody Ponce","MIL","RHP",,0,14,,"45",2018,,"22","6' 6""","240","R","R","2nd rd 2015","Cal Poly Pomona","EVHsAoCDRas","sa856266"
"Casey Gillaspie","TBR","1B","-1",0,9,,"45",2017,,"24","6' 4""","240","S","L","1st rd 2014","Wichita St","McGCIMMsD9A","sa827177"
"Brett Phillips","MIL","OF","MLB",0,15,,"45",2018,,"22","6' 0""","185","L","R","6th rd 2012","Seminole HS (FL)","1bhg4uirVYc","14735"
"Adrian Rondon","TBR","3B","A",0,10,,"45",2021,,"18","6' 1""","190","R","R","J2 2014","Dominican Republic","NHtRbGpaCnw","sa877519"
"Garrett Whitley","TBR","OF",,0,11,,"45",2021,,"20","6' 0""","200","R","R","1st rd 2015","Niskayuna HS (NY)","jqJa4iF01gE","sa874244"
"Luis Garcia","WSN","SS",,0,4,,"45",2022,,"16","6' 0""","180","L","R","J2 2016","Dominican Republic","",""
"Carter Kieboom","WSN","3B","MLB",0,5,,"45",2021,,"19","6' 2""","190","R","R","1st rd 2016","Walton HS (GA)","bIz5j-OJPrY","19958"
"Koda Glover","WSN","RHP","-2",0,6,,"45",2017,,"23","6' 5""","225","R","R","8thr d 2015","Oklahoma St","","17695"
"Andrew Stevenson","WSN","OF",,0,7,,"45",2018,,"22","6' 0""","185","L","L","2nd rd 2015","LSU","EUTPAt6ef7E","17932"
"Brandon Marsh","LAA","OF","AA",0,2,,"45",2020,,"19","6' 2""","200","L","R","2nd rd 2016","Buford HS (GA)","f6w57ie4WkA","sa917944"
"Matt Thaiss","LAA","1B","MLB",0,3,,"45",2018,,"21","5' 11""","197","L","R","1st rd 2016","Virginia","","19318"
"Ronald Guzman","TEX","1B","MLB",0,5,,"45",2018,,"22","6' 6""","230","L","L","J2 2011","Dominican Republic","MBWS5J7xl1U","14388"
"Jose Trevino","TEX","C","MLB",0,6,,"45",2018,,"24","5' 10""","195","R","R","6th rd 2014","Oral Roberts","","16725"
"Joe Palumbo","TEX","LHP",,0,7,,"45",2020,,"22","6' 1""","170","L","L","30th rd 2014","St. John the Baptist (NY)","","17035"
"Brett Martin","TEX","LHP","MLB",0,8,,"45",2020,,"21","6' 4""","190","L","L","4th rd 2014","Walters State","4ILlmvUzq_s","17369"
"Andy Ibanez","TEX","2B","AAA",0,9,,"45",2018,,"24","5' 10""","170","R","R","J2 2015","Cuba","","sa914201"
"Anderson Tejeda","TEX","SS",,0,10,,"45",2021,,"18","5' 11""","160","L","R","J2 2014","Dominican Republic","TdHxjNuX4iQ","sa872474"
"Alex Speas","TEX","RHP","R",0,11,,"45",2021,,"19","6' 4""","180","R","R","2nd rd 2016","McEachern HS (GA)","ja_dnjJCRDU","sa917945"
"Cody Sedlock","BAL","RHP","AA",0,2,,"45",2019,,"21","6' 4""","204","R","R","1st rd 2016","Illinois","","sa874042"
"Ryan Mountcastle","BAL","LF",,0,3,,"45",2019,,"20","6' 3""","185","R","R","1st rd 2015","Hagerty HS (FL)","Mf-E2t1dIxo","sa874734"
"Desmond Lindsay","NYM","OF","A+",0,6,,"45",2020,,"20","6' 0""","200","R","R","2nd rd 2015","Out of Door (FL)","akUuQZG6dnk","sa874792"
"Keegan Akin","BAL","LHP",,0,4,,"45",2020,,"21","6' 0""","200","L","L","2nd rd 2016","Western Michigan","","sa873980"
"Thomas Szapucki","NYM","LHP",,0,7,,"45",2020,,"20","6' 2""","190","R","L","5th rd 2015","Dwyer HS (FL)","aaIRseQiZNU","sa875054"
"Trey Mancini","BAL","1B","MLB",0,5,,"45",2017,,"24","6' 4""","220","R","R","8th rd 2013","Notre Dame","u4XrhWBuOnQ","15149"
"Tomas Nido","NYM","C","MLB",0,8,,"45",2018,,"22","6' 0""","205","R","R","8th rd 2012","Orangewood Christian HS (FL)","GqtDVUKi1eU","13755"
"Brandon Nimmo","NYM","OF","MLB",0,9,,"45",2017,,"23","6' 3""","205","L","R","1st rd 2011","Cheyenne East HS (WY)","tU7BTA3nt6k","12927"
"Gregory Guerrero","NYM","SS",,0,10,,"45",2020,,"18","6' 1""","175","R","R","J2 2015","Dominican Republic","kDD0oPRzOc0","sa917296"
"Gavin Cecchini","NYM","2B","-1",0,11,,"45",2017,,"23","6' 2""","186","R","R","1st rd 2012","Barbe HS (LA)","","17005"
"Wuilmer Becerra","NYM","OF","-1",0,13,,"45",2019,,"22","6' 4""","225","R","R","J2 2012","Venezuela","","sa659205"
"Richard Urena","TOR","SS","MLB",0,4,,"45",2019,,"21","6' 1""","170","S","R","J2 2013","Dominican Republic","AH1j3wOpia4","16411"
"Jon Harris","TOR","RHP","R",0,5,,"45",2018,,"23","6' 4""","175","R","R","1st rd 2015","Missouri St","hLuD_A3MpEk","sa658929"
"T.J. Zeuch","TOR","RHP",,0,6,,"45",2019,,"21","6' 7""","220","R","R","1st rd 2016","Pittsburgh","","19269"
"Lourdes Gurriel Jr.","TOR","UTIL","MLB",0,7,,"45",2017,,"23","6' 3""","185","R","R","FA 2016","Cuba","","19238"
"Rowdy Tellez","TOR","1B","MLB",0,8,,"45",2017,,"22","6' 4""","220","L","L","30th rd 2013","Elk Grove HS (CA)","jEnF7574CyA","15679"
"Conner Greene","TOR","RHP","AAA",0,9,,"45",2018,,"21","6' 3""","185","R","R","7th rd 2013","Santa Monica HS (CA)","","sa737829"
"Sixto Sanchez","PHI","RHP","AA",0,4,,"45",2020,,"18","6' 0""","185","R","R","J2 2014","Dominican Republic","","sa873550"
"Sam Travis","BOS","1B","MLB",0,4,,"45",2017,,"23","6' 0""","210","R","R","2nd rd 2014","Indiana","LgN7aI9Ap18","16263"
"Roman Quinn","PHI","CF","MLB",0,5,,"45",2017,,"23","5' 10""","170","S","R","2nd rd 2011","Port St. Joe HS (FL)","LXasZ4rclQQ","13546"
"Bobby Dalbec","BOS","3B",,0,5,,"40",2019,,"21","6' 4""","225","R","R","4th rd 2016","Arizona","","sa857701"
"Josh Palacios","TOR","OF","AA",0,12,,"40",2019,,"21","6' 2""","190","L","R","4th rd 2016","Auburn","","sa829562"
"C.J. Chatham","BOS","SS",,0,6,,"40",2019,,"22","6' 3""","185","R","R","2nd rd 2016","Florida Atlantic","o51fk4q6VrI","sa873984"
"J.B. Woodman","TOR","OF","-1",0,13,,"40",2019,,"22","6' 2""","205","L","R","2nd rd 2016","Ole Miss","","sa738989"
"Roniel Raudes","BOS","RHP","A+",0,7,,"40",2020,,"19","6' 1""","160","R","R","J2 2014","Nicaragua","","sa872825"
"Reese McGuire","TOR","C","MLB",0,14,,"40",2018,,"22","6' 1""","195","L","R","1st rd 2013","Kentwood HS (WA)","R-7ft9EA2ac","15674"
"Travis Lakins","BOS","RHP","MLB",0,8,,"40",2018,,"22","6' 1""","180","R","R","6th rd 2015","Ohio State","","18600"
"Max Pentecost","TOR","C","AA",0,15,,"40",2018,,"24","6' 1""","190","R","R","1st rd 2014","Kennesaw St","E8gP-Jd3MG8","sa601924"
"Josh Ockimey","BOS","1B","AAA",0,9,,"40",2020,,"21","6' 1""","215","L","R","5th rd 2014","Neumann-Goretti HS (PA)","cSQgarI_0lw","sa829375"
"Zach Jackson","TOR","RHP","AAA",0,16,,"40",2018,,"22","6' 3""","200","R","R","3rd rd 2016","Arkansas","","sa874174"
"Brian Johnson","BOS","LHP","AAA",0,10,,"40",2017,,"26","6' 3""","225","L","L","1st rd 2012","Florida","kBWXjnuIFto","14272"
"Harold Ramirez","TOR","OF","MLB",0,17,,"40",2018,,"22","5' 10""","220","R","R","J2 2011","Colombia","","14387"
"Ben Taylor","BOS","RHP","-1",0,11,,"40",2017,,"24","6' 3""","225","R","R","7th rd 2015","South Alabama","","18114"
"Mike Shawaryn","BOS","RHP",,0,12,,"40",2019,,"22","6' 3""","225","R","R","5th rd 2016","Maryland","5fWiIrMG60g","19495"
"Michael Chavis","BOS","3B","MLB",0,13,,"40",2019,,"21","5' 10""","190","R","R","1st rd 2014","Sprayberry HS (GA)","eaAbGhTyWvg","17321"
"Daniel Brito","PHI","2B","A+",0,14,,"40",2020,,"19","6' 1""","155","L","R","J2 2014","Venezuela","","sa872732"
"Kyle Martin","BOS","RHP","-1",0,14,,"40",2017,,"26","6' 7""","230","R","R","9th rd 2013","Texas A&M","","14860"
"Jhailyn Ortiz","PHI","OF","A+",0,15,,"40",2021,,"18","6' 3""","215","R","R","J2 2015","Dominican Republic","HQy76_5oRQc","sa920180"
"Domingo Leyba","ARI","2B","MLB",0,5,,"40",2018,,"21","","","","","J2 2012","Dominican Republic","OYwgNhVUC4w","16404"
"Drew Anderson","PHI","RHP",,0,16,,"40",2017,,"22","6' 3""","185","R","R","21st rd 2012","Galena HS (NV)","","15130"
"Anfernee Grier","ARI","CF","-1",0,6,,"40",2019,,"","","","","","1st rd 2016","Auburn","_XSW8jw6cZk","sa738988"
"Bailey Falter","PHI","LHP",,0,17,,"40",2020,,"19","6' 4""","175","L","L","5th rd 2015","Chino Hills HS (CA)","7DBnMbzZ74Q","sa875033"
"Taylor Clarke","ARI","RHP",,0,7,,"40",2018,,"23","","","","","3rd rd 2015","Charleston","","17611"
"Seranthony Dominguez","PHI","RHP","MLB",0,18,,"40",2019,,"22","6' 1""","185","R","R","J2 2011","Dominican Republic","","19249"
"Alex Young","ARI","LHP","MLB",0,8,,"40",2018,,"23","","","","","2nd rd 2015","TCU","XpfCIyL7nJo","18333"
"Carlos Tocci","PHI","CF",,0,19,,"40",2018,,"21","6' 2""","160","R","R","J2 2011","Venezuela","SYKLgRE_w2M","14558"
"Wei-Chieh Huang","ARI","RHP","AAA",0,9,,"40",2019,,"23","","","","","J2 2014","Taiwan","","17508"
"Cornelius Randolph","PHI","LF","AA",0,20,,"40",2020,,"19","5' 11""","205","L","R","1st rd 2015","Griffin HS (GA)","MZhkG1ceZUg","sa874241"
"Dawel Lugo","ARI","3B","MLB",0,10,,"40",2018,,"21","","","","","J2 2011","Dominican Republic","ftBFKRRundk","14713"
"Tom Eshelman","PHI","RHP","MLB",0,21,,"40",2018,,"22","6' 3""","210","R","R","2nd rd 2015","Cal State Fullerton","D291QeiCx6U","18361"
"Jon Duplantier","ARI","RHP",,0,11,,"40",2019,,"22","","","","","3rd rd 2016","Rice","","19546"
"Victor Arano","PHI","RHP","MLB",0,22,,"40",2017,,"21","6' 2""","196","R","R","J2 2012","Mexico","gBPSCJQ8orU","15915"
"Andy Yerzy","ARI","C","A-",0,12,,"40",2021,,"18","","","","","2nd rd 2016","York Mills, Toronto","9qDBobvHb70","sa917939"
"Andrew Knapp","PHI","C","MLB",0,23,,"40",2017,,"25","6' 1""","195","S","R","2nd rd 2013","Cal","SAg3lnb1Vq4","14942"
"Matt Koch","ARI","RHP","-1",0,13,,"40",2016,,"25","","","","","3rd rd 2012","Louisville","JVQZvJwoc74","13420"
"Cole Stobbe","PHI","SS","A",0,24,,"40",2021,,"19","6' 1""","200","R","R","3rd rd 2016","Millard West HS (NE)","","sa917956"
"Vicente Campos","ARI","RHP","-1",0,14,,"40",2016,,"24","","","","","J2 2010","Venezuela","z3mJo6Nlp_8","11681"
"Mark Appel","PHI","RHP","AAA",0,25,,"40",2017,,"25","6' 5""","220","R","R","1st rd 2013","Stanford","QEUXS4DLx88","sa501726"
"Luis Alexander Basabe","CHW","CF",,0,11,,"40",2020,,"20","6' 0""","170","S","R","J2 2012","Venezuela","","sa736915"
"Alberto Tirado","PHI","RHP","-1",0,26,,"40",2019,,"22","6' 0""","180","R","R","J2 2011","Dominican Republic","L-JsjoTYArU","sa659315"
"Jordan Stephens","CHW","RHP","AAA",0,12,,"40",2019,,"24","6' 1""","185","R","R","5th rd 2015","Rice","","sa875031"
"Nick Pivetta","PHI","RHP","MLB",0,27,,"40",2017,,"24","6' 5""","220","R","R","4th rd 2013","New Mexico JC","","15454"
"Charles Tilson","CHW","OF","-1",0,13,,"40",2017,,"23","5' 11""","195","L","L","2nd rd 2011","New Trier HS (IL)","ZFe199GFuVE","12983"
"Arquimedes Gamboa","PHI","SS",,0,28,,"40",2021,,"19","6' 0""","175","S","R","J2 2014","Venezuela","XMoiQQu_Els","sa877497"
"Jameson Fisher","CHW","LF","A+",0,14,,"40",2019,,"22","6' 2""","200","L","R","4th rd 2016","SE LA","","sa658576"
"JoJo Romero","PHI","LHP",,0,29,,"40",2020,,"20","5' 10""","190","L","L","4th rd 2016","Yavapai","JN9zStdYzJU","sa917955"
"Bernardo Flores","CHW","LHP",,0,15,,"40",2020,,"21","6' 4""","180","L","L","7th rd 2016","USC","","sa874080"
"Andrew Pullin","PHI","LF","-2",0,30,,"40",2018,,"23","6' 0""","185","L","R","5th rd 2013","Centralia HS (WA)","","sa658016"
"Alex Call","CHW","OF","AA",0,16,,"40",2020,,"22","5' 11""","185","R","R","3rd rd 2016","Ball St","","sa913343"
